Arun Jaitley Stadium	Chennai Super Kings	Delhi Capitals	VenueWin%=50.00	OverallWin%=63.33	VenueMatches=2	OverallMatches=30	Matches=2	Wins=1	Losses=1	Win%=50.00	TossWins=1	TossLosses=1	TossWinMatchWins=0	TossWinMatchLosses=1	TossConversion%=0.00	BatFirst=0	BatFirstWins=0	BatFirstWin%=0.00	FieldFirst=1	FieldFirstWins=0	FieldFirstWin%=0.00	OverallConfidence=VERY_STRONG	RecommendationSource=OVERALL_MATCHUP	Recommendation=OVERALL_MATCHUP_ADVANTAGE	TossRecommendation=TOSS_DATA_INSUFFICIENT	StrategyRecommendation=BAT_FIELD_DATA_INSUFFICIENT	VenueConfidence=VERY_LOW	PerformanceScore=59.60	StrategyBonus=0.00	TossBonus=0.00	FinalScore=59.60	FinalDecision=BALANCED	DecisionConfidence=VERY_LOW	StrategySignal=NONE	TossSignal=NONE	VenueConfidence=VERY_LOW
Arun Jaitley Stadium	Delhi Capitals	Chennai Super Kings	VenueWin%=50.00	OverallWin%=36.67	VenueMatches=2	OverallMatches=30	Matches=2	Wins=1	Losses=1	Win%=50.00	TossWins=1	TossLosses=1	TossWinMatchWins=0	TossWinMatchLosses=1	TossConversion%=0.00	BatFirst=1	BatFirstWins=0	BatFirstWin%=0.00	FieldFirst=0	FieldFirstWins=0	FieldFirstWin%=0.00	OverallConfidence=VERY_STRONG	RecommendationSource=OVERALL_MATCHUP	Recommendation=OVERALL_MATCHUP_DISADVANTAGE	TossRecommendation=TOSS_DATA_INSUFFICIENT	StrategyRecommendation=BAT_FIELD_DATA_INSUFFICIENT	VenueConfidence=VERY_LOW	PerformanceScore=40.40	StrategyBonus=0.00	TossBonus=0.00	FinalScore=40.40	FinalDecision=NEGATIVE	DecisionConfidence=VERY_LOW	StrategySignal=NONE	TossSignal=NONE	VenueConfidence=VERY_LOW
Arun Jaitley Stadium	Delhi Capitals	Kolkata Knight Riders	VenueWin%=100.00	OverallWin%=45.45	VenueMatches=2	OverallMatches=33	Matches=2	Wins=2	Losses=0	Win%=100.00	TossWins=1	TossLosses=1	TossWinMatchWins=1	TossWinMatchLosses=0	TossConversion%=100.00	BatFirst=0	BatFirstWins=0	BatFirstWin%=0.00	FieldFirst=1	FieldFirstWins=1	FieldFirstWin%=100.00	OverallConfidence=VERY_STRONG	RecommendationSource=OVERALL_MATCHUP	Recommendation=OVERALL_MATCHUP_BALANCED	TossRecommendation=TOSS_DATA_INSUFFICIENT	StrategyRecommendation=BAT_FIELD_DATA_INSUFFICIENT	VenueConfidence=VERY_LOW	PerformanceScore=60.72	StrategyBonus=0.00	TossBonus=0.00	FinalScore=60.72	FinalDecision=POSITIVE	DecisionConfidence=VERY_LOW	StrategySignal=NONE	TossSignal=NONE	VenueConfidence=VERY_LOW
Arun Jaitley Stadium	Delhi Capitals	Mumbai Indians	VenueWin%=50.00	OverallWin%=45.71	VenueMatches=2	OverallMatches=35	Matches=2	Wins=1	Losses=1	Win%=50.00	TossWins=1	TossLosses=1	TossWinMatchWins=1	TossWinMatchLosses=0	TossConversion%=100.00	BatFirst=1	BatFirstWins=1	BatFirstWin%=100.00	FieldFirst=0	FieldFirstWins=0	FieldFirstWin%=0.00	OverallConfidence=VERY_STRONG	RecommendationSource=OVERALL_MATCHUP	Recommendation=OVERALL_MATCHUP_BALANCED	TossRecommendation=TOSS_DATA_INSUFFICIENT	StrategyRecommendation=BAT_FIELD_DATA_INSUFFICIENT	VenueConfidence=VERY_LOW	PerformanceScore=46.91	StrategyBonus=0.00	TossBonus=0.00	FinalScore=46.91	FinalDecision=BALANCED	DecisionConfidence=VERY_LOW	StrategySignal=NONE	TossSignal=NONE	VenueConfidence=VERY_LOW
Arun Jaitley Stadium	Delhi Capitals	Punjab Kings	VenueWin%=50.00	OverallWin%=48.48	VenueMatches=2	OverallMatches=33	Matches=2	Wins=1	Losses=1	Win%=50.00	TossWins=2	TossLosses=0	TossWinMatchWins=1	TossWinMatchLosses=1	TossConversion%=50.00	BatFirst=0	BatFirstWins=0	BatFirstWin%=0.00	FieldFirst=2	FieldFirstWins=1	FieldFirstWin%=50.00	OverallConfidence=VERY_STRONG	RecommendationSource=OVERALL_MATCHUP	Recommendation=OVERALL_MATCHUP_BALANCED	TossRecommendation=TOSS_DATA_INSUFFICIENT	StrategyRecommendation=BAT_FIELD_DATA_INSUFFICIENT	VenueConfidence=VERY_LOW	PerformanceScore=48.91	StrategyBonus=0.00	TossBonus=0.00	FinalScore=48.91	FinalDecision=BALANCED	DecisionConfidence=VERY_LOW	StrategySignal=NONE	TossSignal=NONE	VenueConfidence=VERY_LOW
Arun Jaitley Stadium	Delhi Capitals	Rajasthan Royals	VenueWin%=100.00	OverallWin%=48.28	VenueMatches=2	OverallMatches=29	Matches=2	Wins=2	Losses=0	Win%=100.00	TossWins=0	TossLosses=2	TossWinMatchWins=0	TossWinMatchLosses=0	TossConversion%=0.00	BatFirst=0	BatFirstWins=0	BatFirstWin%=0.00	FieldFirst=0	FieldFirstWins=0	FieldFirstWin%=0.00	OverallConfidence=VERY_STRONG	RecommendationSource=OVERALL_MATCHUP	Recommendation=OVERALL_MATCHUP_BALANCED	TossRecommendation=TOSS_DATA_INSUFFICIENT	StrategyRecommendation=BAT_FIELD_DATA_INSUFFICIENT	VenueConfidence=VERY_LOW	PerformanceScore=62.76	StrategyBonus=0.00	TossBonus=0.00	FinalScore=62.76	FinalDecision=POSITIVE	DecisionConfidence=VERY_LOW	StrategySignal=NONE	TossSignal=NONE	VenueConfidence=VERY_LOW
Arun Jaitley Stadium	Delhi Capitals	Royal Challengers Bengaluru	VenueWin%=50.00	OverallWin%=35.48	VenueMatches=2	OverallMatches=31	Matches=2	Wins=1	Losses=1	Win%=50.00	TossWins=1	TossLosses=1	TossWinMatchWins=1	TossWinMatchLosses=0	TossConversion%=100.00	BatFirst=1	BatFirstWins=1	BatFirstWin%=100.00	FieldFirst=0	FieldFirstWins=0	FieldFirstWin%=0.00	OverallConfidence=VERY_STRONG	RecommendationSource=OVERALL_MATCHUP	Recommendation=OVERALL_MATCHUP_DISADVANTAGE	TossRecommendation=TOSS_DATA_INSUFFICIENT	StrategyRecommendation=BAT_FIELD_DATA_INSUFFICIENT	VenueConfidence=VERY_LOW	PerformanceScore=39.55	StrategyBonus=0.00	TossBonus=0.00	FinalScore=39.55	FinalDecision=NEGATIVE	DecisionConfidence=VERY_LOW	StrategySignal=NONE	TossSignal=NONE	VenueConfidence=VERY_LOW
Arun Jaitley Stadium	Delhi Capitals	Sunrisers Hyderabad	VenueWin%=0.00	OverallWin%=45.83	VenueMatches=2	OverallMatches=24	Matches=2	Wins=0	Losses=2	Win%=0.00	TossWins=1	TossLosses=1	TossWinMatchWins=0	TossWinMatchLosses=1	TossConversion%=0.00	BatFirst=1	BatFirstWins=0	BatFirstWin%=0.00	FieldFirst=0	FieldFirstWins=0	FieldFirstWin%=0.00	OverallConfidence=VERY_STRONG	RecommendationSource=OVERALL_MATCHUP	Recommendation=OVERALL_MATCHUP_BALANCED	TossRecommendation=TOSS_DATA_INSUFFICIENT	StrategyRecommendation=BAT_FIELD_DATA_INSUFFICIENT	VenueConfidence=VERY_LOW	PerformanceScore=33.00	StrategyBonus=0.00	TossBonus=0.00	FinalScore=33.00	FinalDecision=NEGATIVE	DecisionConfidence=VERY_LOW	StrategySignal=NONE	TossSignal=NONE	VenueConfidence=VERY_LOW
Arun Jaitley Stadium	Kolkata Knight Riders	Delhi Capitals	VenueWin%=0.00	OverallWin%=54.55	VenueMatches=2	OverallMatches=33	Matches=2	Wins=0	Losses=2	Win%=0.00	TossWins=1	TossLosses=1	TossWinMatchWins=0	TossWinMatchLosses=1	TossConversion%=0.00	BatFirst=0	BatFirstWins=0	BatFirstWin%=0.00	FieldFirst=1	FieldFirstWins=0	FieldFirstWin%=0.00	OverallConfidence=VERY_STRONG	RecommendationSource=OVERALL_MATCHUP	Recommendation=OVERALL_MATCHUP_BALANCED	TossRecommendation=TOSS_DATA_INSUFFICIENT	StrategyRecommendation=BAT_FIELD_DATA_INSUFFICIENT	VenueConfidence=VERY_LOW	PerformanceScore=39.28	StrategyBonus=0.00	TossBonus=0.00	FinalScore=39.28	FinalDecision=NEGATIVE	DecisionConfidence=VERY_LOW	StrategySignal=NONE	TossSignal=NONE	VenueConfidence=VERY_LOW
Arun Jaitley Stadium	Mumbai Indians	Delhi Capitals	VenueWin%=50.00	OverallWin%=54.29	VenueMatches=2	OverallMatches=35	Matches=2	Wins=1	Losses=1	Win%=50.00	TossWins=1	TossLosses=1	TossWinMatchWins=1	TossWinMatchLosses=0	TossConversion%=100.00	BatFirst=1	BatFirstWins=1	BatFirstWin%=100.00	FieldFirst=0	FieldFirstWins=0	FieldFirstWin%=0.00	OverallConfidence=VERY_STRONG	RecommendationSource=OVERALL_MATCHUP	Recommendation=OVERALL_MATCHUP_BALANCED	TossRecommendation=TOSS_DATA_INSUFFICIENT	StrategyRecommendation=BAT_FIELD_DATA_INSUFFICIENT	VenueConfidence=VERY_LOW	PerformanceScore=53.09	StrategyBonus=0.00	TossBonus=0.00	FinalScore=53.09	FinalDecision=BALANCED	DecisionConfidence=VERY_LOW	StrategySignal=NONE	TossSignal=NONE	VenueConfidence=VERY_LOW
Arun Jaitley Stadium	Punjab Kings	Delhi Capitals	VenueWin%=50.00	OverallWin%=51.52	VenueMatches=2	OverallMatches=33	Matches=2	Wins=1	Losses=1	Win%=50.00	TossWins=0	TossLosses=2	TossWinMatchWins=0	TossWinMatchLosses=0	TossConversion%=0.00	BatFirst=0	BatFirstWins=0	BatFirstWin%=0.00	FieldFirst=0	FieldFirstWins=0	FieldFirstWin%=0.00	OverallConfidence=VERY_STRONG	RecommendationSource=OVERALL_MATCHUP	Recommendation=OVERALL_MATCHUP_BALANCED	TossRecommendation=TOSS_DATA_INSUFFICIENT	StrategyRecommendation=BAT_FIELD_DATA_INSUFFICIENT	VenueConfidence=VERY_LOW	PerformanceScore=51.09	StrategyBonus=0.00	TossBonus=0.00	FinalScore=51.09	FinalDecision=BALANCED	DecisionConfidence=VERY_LOW	StrategySignal=NONE	TossSignal=NONE	VenueConfidence=VERY_LOW
Arun Jaitley Stadium	Rajasthan Royals	Delhi Capitals	VenueWin%=0.00	OverallWin%=51.72	VenueMatches=2	OverallMatches=29	Matches=2	Wins=0	Losses=2	Win%=0.00	TossWins=2	TossLosses=0	TossWinMatchWins=0	TossWinMatchLosses=2	TossConversion%=0.00	BatFirst=1	BatFirstWins=0	BatFirstWin%=0.00	FieldFirst=1	FieldFirstWins=0	FieldFirstWin%=0.00	OverallConfidence=VERY_STRONG	RecommendationSource=OVERALL_MATCHUP	Recommendation=OVERALL_MATCHUP_BALANCED	TossRecommendation=TOSS_DATA_INSUFFICIENT	StrategyRecommendation=BAT_FIELD_DATA_INSUFFICIENT	VenueConfidence=VERY_LOW	PerformanceScore=37.24	StrategyBonus=0.00	TossBonus=0.00	FinalScore=37.24	FinalDecision=NEGATIVE	DecisionConfidence=VERY_LOW	StrategySignal=NONE	TossSignal=NONE	VenueConfidence=VERY_LOW
